EASY,DIFF_LONG_WORD,DIFF_PHONOLOGICAL
,mature,
,maturing,
,maturity,
,maximize,
,maximum,
,maxwell,
,meagre,
,mealies,
,meander,
,meaning,
,meaningful,
,meaningfully,
,meaningless,
,measles,
,measurable,
,measure,
,measured,
,measurement,
,measuring,
,median,
,mediating,
,mediator,
,medical,
,medicinal,
,medicine,
,medieval,
,medievally,
,meditate,
,meditating,
,meditatively,
,mediterranean,
,medium,
,medley,
,medulla,
,meeting,
,megapode,
,melodic,
,melodramatic,
,melody,
,melted,
,melting,
,member,
,membership,
,membrane,
,membranous,
,memoir,
,memorable,
,memorandum,
,memorial,
,memory,
,menacing,
,mending,
,meningitis,
,meniscus,
,menstrual,
,menstruate,
,mental,
,mentally,
,mentary,
,mentor,
,mentorship,
,mercenary,
,merciless,
,mercuric,
,merely,
,merger,
,meridian,
,meristem,
,meristematic,
,merlin,
,mermaid,
,merrily,
,mesopotamia,
,message,
,messenger,
,metabolic,
,metabolism,
,metallic,
,metallurgical,
,metallurgy,
,meteor,
,meteoric,
,meteorite,
,meteorological,
,meteorology,
,methanal,
,methane,
,methanoic,
,method,
,methodically,
,methyl,
,methylene,
,meticulous,
,meticulously,
,metric,
,metrological,
,metronome,
,metropolitan,
,micelle,
,microampere,
,microbiology,
,microclimate,
,microorganism,
,microscope,
,microscopic,
,microwave,
,midday,
,middle,
,midway,
,migrant,
,migrate,
,migratory,
,milder,
,mildly,
,militant,
,military,
,milking,
,milkman,
,milkweed,
,millennia,
,millennium,
,millet,
,milliampere,
,millibar,
,milligram,
,milling,
,million,
,millions,
,millionth,
,millisecond,
,mimicry,
,minded,
,mindful,
,mindfully,
,mindfulness,
,mindlessly,
,mineral,
,mingle,
,miniature,
,minibus,
,minimal,
,minimally,
,minimize,
,minimum,
,mining,
,minister,
,ministerial,
,ministry,
,minium,
,minority,
,minute,
,miracle,
,mirror,
,miserable,
,misery,
,misfortune,
,misguided,
,mishap,
,misinterpret,
,mislead,
,misleading,
,misled,
,mismanagement,
,misrule,
,missile,
,missing,
,missive,
,mistake,
,mistaken,
,mister,
,mistreat,
,mistress,
,misunderstanding,
,misunderstood,
,misuse,
,mitigate,
,mitosis,
,mixture,
,mobile,
,mobility,
,mockery,
,modeling,
,moderate,
,moderately,
,moderator,
,modern,
,modernity,
,modest,
,modestly,
,modesty,
,modifier,
,modify,
,modular,
,modulate,
,module,
,moisten,
,moisture,
,moksha,
,molasses,
,molecular,
,molecule,
,molten,
,molybdenum,
,moment,
,momentarily,
,momentary,
,momentum,
,monastery,
,monazite,
,monetary,
,moneybags,
,mongoose,
,monitor,
,monkey,
,monocot,
,monoculture,
,monocyte,
,monolithic,
,monomial,
,monotone,
,monoxide,
,monsoon,
,monster,
,monstrous,
,montane,
,monthly,
,monument,
,moodily,
,moonless,
,moonlit,
,moonrise,
,moonset,
,morale,
,morality,
,morally,
,morals,
,moreover,
,morning,
,mornings,
,morrow,
,morsel,
,morsing,
,mortal,
,mortality,
,mortar,
,mosaic,
,mosquito,
,mostly,
,mother,
,motherland,
,motile,
,motivate,
,motive,
,motorable,
,motorboat,
,motorbus,
,motorcar,
,motorcycle,
,motorcyclist,
,mountain,
,mountainous,
,mountainside,
,mounted,
,mounting,
,mournful,
,mournfully,
,mourning,
,mouthed,
,movable,
,movement,
,moving,
,mucous,
,muffler,
,mulberry,
,mullets,
,multicellular,
,multifaceted,
,multilingual,
,multimodal,
,multinucleate,
,multiple,
,multiplicand,
,multiplicity,
,multiplier,
,multiply,
,multistoried,
,mumble,
,municipal,
,municipality,
,munificent,
,munshi,
,murder,
,murmur,
,murmuring,
,muscat,
,muscle,
,muscled,
,muscular,
,museum,
,mushroom,
,musical,
,musically,
,musician,
,musicologist,
,musingly,
,muskmelon,
,muslin,
,mustard,
,muster,
,mutiny,
,mutual,
,mutualism,
,mutually,
,muzzle,
,myopia,
,myopic,
,myriad,
,myristica,
,myself,
,mystery,
,mystic,
,mythical,
,mythological,
,mythology,
,nagara,
,nagging,
,namely,
,naming,
,napkin,
,napoleon,
,narrate,
,narrative,
,narrator,
,narrow,
,narrower,
,nasturtium,
,nataka,
,native,
,natrium,
,natural,
,naturalist,
,naturally,
,nature,
,naturopathy,
,nausea,
,nautical,
,navigate,
,navigator,
,nearby,
,nearest,
,nearly,
,neatly,
,neatness,
,necessarily,
,necessary,
,necessitate,
,necessity,
,necked,
,necklace,
,neckless,
,nectar,
,needing,
,needle,
,needles,
,needlework,
,negate,
,negative,
,negatively,
,neglect,
,negligence,
,negligible,
,negligibly,
,negotiate,
,neither,
,nelson,
,nervous,
,nervously,
,nervousness,
,nettle,
,network,
,neural,
,neuromuscular,
,neuron,
,neutral,
,neutrality,
,neutron,
,nevertheless,
,newsletter,
,newspaper,
,newsroom,
,newton,
,niacin,
,nicely,
,nickel,
,nilgai,
,nimbly,
,nineteen,
,nineteenth,
,ninety,
,nitrate,
,nitric,
,nitride,
,nitrogen,
,nitrogenous,
,nobleman,
,nobody,
,nodding,
,noisemaker,
,noisily,
,nomadic,
,nomenclature,
,nomina,
,nominal,
,nominally,
,nominate,
,nominated,
,nominative,
,nominee,
,nonagon,
,nonetheless,
,nonplus,
,nonsense,
,noodle,
,normal,
,normalize,
,normally,
,northeast,
,northeastern,
,northern,
,northernmost,
,northland,
,northward,
,northwards,
,northwest,
,northwestern,
,nostalgic,
,nostalgically,
,nostril,
,notable,
,notably,
,notebook,
,noteworthy,
,nothing,
,notice,
,noticeable,
,notified,
,notify,
,nourish,
,nourisher,
,nourishing,
,nourishment,
,novelist,
,novice,
,nowadays,
,nozzle,
,nuance,
,nuclear,
,nuclei,
,nucleus,
,nuisance,
,nullify,
,number,
,numeral,
,numerator,
,numerical,
,numerically,
,numerous,
,nursery,
,nursing,
,nurture,
,nurturer,
,nutmeg,
,nutrient,
,nutritive,
,nutshell,
,nuzzle,
,obedience,
,obedient,
,obesity,
,object,
,objective,
,obliged,
,obliquely,
,oblong,
,observable,
,observance,
,observant,
,observatory,
,observe,
,observer,
,observing,
,obsolete,
,obstacle,
,obstinate,
,obstruct,
,obtain,
,obtuse,
,obverse,
,occupy,
,occurrence,
,oceanic,
,octagon,
,octagonal,
,octahedron,
,octave,
,octopus,
,odometer,
,oersted,
,offend,
,offender,
,offensive,
,offensively,
,offering,
,offhanded,
,office,
,officer,
,official,
,officially,
,offset,
,offshoot,
,offshore,
,offspring,
,oftentimes,
,ointment,
,olfactory,
,olivine,
,omnipotent,
,oncoming,
,oneness,
,oneself,
,ongoing,
,onshore,
,onward,
,onwards,
,opacity,
,opener,
,opening,
,openly,
,openness,
,operate,
,operating,
,operator,
,operculum,
,opinion,
,opponent,
,opportunity,
,oppose,
,opposed,
,opposing,
,opposite,
,oppositely,
,oppress,
,oppressed,
,oppressive,
,oppressor,
,optical,
,optically,
,optician,
,optics,
,optimal,
,optimism,
,optimum,
,opulent,
,orally,
,orange,
,ordain,
,ordered,
,orderly,
,ordinal,
,ordinance,
,ordinar,
,ordinarily,
,ordinary,
,ordinate,
,ordinator,
,organelle,
,organic,
,organically,
,organism,
,organize,
,organized,
,orient,
,orientalist,
,origin,
,original,
,originality,
,originally,
,originate,
,ornament,
,ornamental,
,ornate,
,ornithologist,
,orthodox,
,osmosis,
,osmotic,
,otherwise,
,ourselves,
,outbreak,
,outcome,
,outdoor,
,outdoors,
,outermost,
,outfit,
,outgoing,
,outgrowth,
,outlet,
,outline,
,outlined,
,outlook,
,outpatient,
,output,
,outrage,
,outset,
,outside,
,outsider,
,outstanding,
,outward,
,outwards,
,outwit,
,overall,
,overarm,
,overcast,
,overcoat,
,overcome,
,overdo,
,overfed,
,overflow,
,overflowing,
,overlap,
,overlook,
,overlord,
,overlordship,
,overly,
,overpower,
,overrun,
,overseas,
,oversee,
,overshot,
,oversize,
,overthrow,
,overture,
,overturn,
,overuse,
,overview,
,oviduct,
,ownership,
,oxalic,
,oxygen,
,pacific,
,package,
,packet,
,paddle,
,padmasana,
,pained,
,painful,
,painstaking,
,paintbrush,
,painted,
,painter,
,painting,
,paired,
,palace,
,palatal,
,palate,
,palette,
,palindrome,
,palindromic,
,palladium,
,pampered,
,pancreas,
,pancreatic,
,pandemic,
,panicked,
,panoramic,
,panther,
,panting,
,pantomime,
,papaya,
,parabola,
,parade,
,paradise,
,paradox,
,paraffin,
,parallel,
,parallelepiped,
,parallelly,
,parallelogram,
,parallelopiped,
,paralysis,
,parameter,
,paramilitary,
,parapet,
,parasite,
,parasitic,
,parasitism,
,parasol,
,parathyroid,
,parcel,
,pardon,
,parent,
,parentage,
,parental,
,parentheses,
,parenthesis,
,parenthood,
,parison,
,parker,
,parking,
,parlance,
,parliament,
,parliamentary,
,parody,
,parrot,
,partake,
,parted,
,partial,
,partially,
,participant,
,participate,
,participatory,
,participial,
,participle,
,particle,
,particular,
,particularly,
,particulate,
,partly,
,partner,
,partridge,
,pashmina,
,passably,
,passage,
,passageway,
,passbook,
,passenger,
,passing,
,passive,
,passively,
,passport,
,password,
,pasted,
,pastime,
,pasting,
,pasturage,
,pasture,
,pataka,
,patent,
,paternal,
,pathetic,
,pathetically,
,pathogen,
,pathway,
,patience,
,patient,
,patiently,
,patola,
,patriot,
,patriotic,
,patriotism,
,patrol,
,patron,
,patronage,
,patter,
,pattern,
,patterned,
,patwari,
,pavement,
,pavilion,
,paving,
,payable,
,payment,
,peaceful,
,peacefully,
,peacock,
,peahen,
,peanut,
,peasant,
,peasantry,
,pebble,
,pebbled,
,pecked,
,peculiar,
,pedagogical,
,pedagogy,
,pedestal,
,pedestrian,
,pedigree,
,peeled,
,peeler,
,peevishly,
,pejorative,
,pelvic,
,pelvis,
,penalty,
,penance,
,pencil,
,pending,
,pendulum,
,penetrating,
,penguin,
,penicillin,
,peninsula,
,peninsular,
,penner,
,pentagon,
,pentagonal,
,pentane,
,people,
,pepper,
,peptic,
,perceive,
,percent,
,percentage,
,perceptible,
,perceptual,
,percussive,
,peregrine,
,perennial,
,perennially,
,perfect,
,perfected,
,perfecting,
,perfectly,
,perforated,
,perform,
,performance,
,performer,
,perfume,
,perfumed,
,perilous,
,perimeter,
,period,
,periodic,
,periodical,
,periodically,
,periodicity,
,periscope,
,perish,
,perishable,
,perished,
,peristaltic,
,periwinkle,
,perlite,
,permanent,
,permanently,
,permanganate,
,permeability,
,permeable,
,permissible,
,permit,
,permitted,
,perpendicular,
,perpendicularly,
,perpetrator,
,perpetuate,
,perpetuity,
,perplexing,
,perseverance,
,persevering,
,persist,
,persistence,
,persistent,
,persistently,
,persisting,
,person,
,personage,
,personal,
,personality,
,personally,
,personnel,
,perspective,
,perspire,
,persuade,
,persuaded,
,pertaining,
,pertinent,
,perturbed,
,peshwa,
,pessimistic,
,pesticide,
,pestle,
,petrified,
,petrol,
,petroleum,
,pettifogger,
,picked,
,pickle,
,picnic,
,picryl,
,pictorial,
,pictorially,
,picture,
,pictured,
,piedmont,
,pierce,
,pierced,
,piercing,
,piercingly,
,pigeon,
,pigment,
,pilgrim,
,pilgrimage,
,pillar,
,pillion,
,pillow,
,piloting,
,pincers,
,pineapple,
,pinhole,
,pinkish,
,pinnacle,
,pinpoint,
,pioneer,
,pipeline,
,pirate,
,pistil,
,pistol,
,piston,
,pitiably,
,pitter,
,pituitary,
,pivotal,
,placement,
,placenta,
,placer,
,plaintively,
,planet,
,planetaria,
,planetarium,
,planetary,
,planner,
,planter,
,planting,
,plasma,
,plasmodium,
,plasmolysis,
,plaster,
,plastic,
,plastics,
,plated,
,plateful,
,platelet,
,platform,
,plating,
,platinum,
,playback,
,player,
,playful,
,playfully,
,playfulness,
,playground,
,playtime,
,pleading,
,pleasant,
,pleasantly,
,please,
,pleasing,
,pleasure,
,pledge,
,plentiful,
,plenty,
,pliers,
,plotting,
,plucked,
,plugged,
,plugging,
,plumage,
,plumber,
,plumbing,
,plunder,
,plundering,
,plunge,
,plunger,
,plunging,
,plural,
,pluralism,
,plurality,
,plywood,
,pneumatic,
,pneumonia,
,pocket,
,podium,
,poetic,
,poetical,
,poetry,
,pointed,
,pointer,
,pointing,
,pointless,
,poised,
,poison,
,poisonous,
,poking,
,polarity,
,police,
,policeman,
,policy,
,poliomyelitis,
,polish,
,polished,
,polite,
,politely,
,politeness,
,political,
,politically,
,politician,
,politics,
,polled,
,pollen,
,pollinate,
,polling,
,pollute,
,polluted,
,polluting,
,polyatomic,
,polyester,
,polygon,
,polygonal,
,polynomial,
,polynuclear,
,polythene,
,polyvinyl,
,pomegranate,
,ponder,
,pondering,
,poorly,
,popcorn,
,popular,
,popularity,
,popularly,
,populous,
,porcelain,
,porcupine,
,porous,
,porridge,
,portability,
,portable,
,portal,
,porter,
,portfolio,
,portly,
,portrait,
,portraiture,
,portray,
,portrayal,
,posing,
,positive,
,positively,
,positivity,
,possess,
,possessed,
,possessing,
,possessive,
,possibility,
,possible,
,possibly,
,postage,
,postal,
,postbox,
,posted,
,poster,
,posterity,
,postgraduate,
,posthumously,
,posting,
,postman,
,postmaster,
,postpone,
,postulate,
,posture,
,potable,
,potash,
,potassium,
,potato,
,potatoes,
,potent,
,potential,
,potentially,
,potful,
,potpie,
,potted,
,potter,
,pottery,
,potting,
,poultry,
,pouring,
,poverty,
,powder,
,powdered,
,powdery,
,powered,
,powerful,
,powerfully,
,powerless,
,prabhu,
,practical,
,practically,
,practice,
,practiced,
,praise,
,praising,
,prakriti,
,prayer,
,preamble,
,preceding,
,precinct,
,precipitate,
,precipitated,
,precise,
,precisely,
,preconceived,
,precursor,
,predator,
,predict,
,predictable,
,predominant,
,predominantly,
,predominate,
,preface,
,prefer,
,preferable,
,preferably,
,preference,
,preferred,
,prefix,
,prehistory,
,prejudice,
,prelim,
,preliminary,
,prelude,
,premier,
,premise,
,premium,
,premolar,
,prenatal,
,preparatory,
,prepare,
,prepared,
,preparedness,
,prerequisite,
,presbyopia,
,prescribe,
,presence,
,present,
,presentable,
,presently,
,preservative,
,preserve,
,president,
,presidential,
,pressing,
,pressure,
,prestige,
,pretend,
,pretended,
,pretty,
,prevail,
,prevalent,
,prevent,
,preventable,
,preventive,
,preview,
,priceless,
,pricking,
,priest,
,priesthood,
,primarily,
,primary,
,primeval,
,primitive,
,prince,
,princely,
,princess,
,principal,
,principle,
,printed,
,printer,
,printing,
,priority,
,prison,
,prisoner,
,pristine,
,privacy,
,private,
,privately,
,privilege,
,privileged,
,probability,
,probable,
,probably,
,probal,
,problem,
,problematic,
,procedural,
,procedure,
,proceed,
,proceeding,
,proceeds,
,process,
,processor,
,proclaim,
,procure,
,procurement,
,prodigy,
,produce,
,produced,
,producer,
,product,
,productive,
,productivity,
,profess,
,professor,
,professorship,
,proficiency,
,proficient,
,profile,
,profit,
,profitable,
,profitably,
,profound,
,profoundly,
,profuse,
,profusely,
,progeny,
,program,
,programmer,
,progress,
,progressive,
,progressively,
,prohibit,
,project,
,projecting,
,projector,
,proliferate,
,prolong,
,prominence,
,prominent,
,prominently,
,promise,
,promising,
,promote,
,prompt,
,promptly,
,pronoun,
,pronounce,
,pronounced,
,proofreader,
,proofreading,
,propaganda,
,propagate,
,propane,
,propanol,
,propanone,
,propeller,
,propene,
,proper,
,properly,
,property,
,proposal,
,propose,
,propyne,
,prosaic,
,prospect,
,prospective,
,prosper,
,prosperity,
,prosperous,
,prostate,
,protagonist,
,protect,
,protecting,
,protective,
,protector,
,protein,
,protest,
,protium,
,protocol,
,proton,
,protoplasm,
,protractor,
,protrude,
,proudly,
,proved,
,proven,
,provide,
,provided,
,provider,
,providing,
,province,
,provincial,
,proving,
,provoke,
,provoking,
,proximity,
,pruning,
,puberty,
,public,
,publicity,
,publicly,
,publish,
,publisher,
,pudding,
,puddle,
,puddling,
,puffed,
,puffer,
,puffin,
,pulicat,
,pulley,
,pulmonary,
,pumice,
,pumpkin,
,punctuality,
,punctuate,
,puncture,
,punctured,
,pungent,
,punish,
,punishable,
,punishment,
,punitive,
,puppet,
,puppeteer,
,puppetry,
,purana,
,purebred,
,purely,
,purifier,
,purify,
,purity,
,purple,
,purplish,
,purpose,
,purposeful,
,purposefully,
,pursuance,
,pursue,
,pursuit,
,purview,
,pushing,
,puzzle,
,puzzled,
,puzzling,
,pyramid,
,pyramidal,
,pyroxene,
,pyruvate,
,python,
,quadrant,
,quadrate,
,quadratic,
,quadriceps,
,quadrilateral,
,quadruple,
,quaking,
,qualified,
,qualify,
,qualitative,
,quality,
,quantify,
,quantitative,
,quantitatively,
,quantity,
,quantum,
,quarrel,
,quarrelsome,
,quarry,
,quarter,
,quarterly,
,quarters,
,quartz,
,quatrain,
,quicken,
,quickly,
,quicksand,
,quintal,
,quotient,
,rabbit,
,rabies,
,racial,
,racing,
,racist,
,racket,
,radial,
,radiance,
,radiant,
,radiate,
,radiated,
,radiator,
,radical,
,radish,
,radius,
,rafflesia,
,ragged,
,ragpicker,
,raider,
,railing,
,railroad,
,railway,
,rainbow,
,raincoat,
,raindrop,
,rainer,
,rainfall,
,rainless,
,rainstorm,
,raised,
,raising,
,ramble,
,rampart,
,rancid,
,rancidity,
,random,
,randomly,
,ranging,
,ranked,
,rapidly,
,rarely,
,rascal,
,rather,
,rating,
,rattle,
,rattles,
,rattling,
,ravens,
,reactant,
,reactive,
,reactivity,
,reactor,
,readable,
,reader,
,readily,
,readiness,
,reading,
,readjust,
,realism,
,realistic,
,reality,
,really,
,reappear,
,reapply,
,rearrange,
,rearrangement,
,reason,
,reasonable,
,reasonably,
,reasoned,
,reasoning,
,reassemble,
,reassert,
,reassure,
,reawaken,
,rebellion,
,rebirth,
,rebound,
,rebuild,
,rebuilt,
,rebuke,
,recall,
,recapitulate,
,recapture,
,receipt,
,receive,
,received,
,receiver,
,recent,
,recently,
,recess,
,recessive,
,recipe,
,recipient,
,reciprocal,
,recital,
,recite,
,reckless,
,reckoning,
,recoil,
,recombine,
,recommend,
,reconnaissance,
,reconsider,
,reconstruct,
,record,
,recorder,
,recording,
,recount,
,recourse,
,recover,
,recovery,
,recreate,
,recruit,
,recruitment,
,rectangle,
,rectangular,
,rectify,
,rectum,
,recurrence,
,recurrent,
,recurring,
,recycle,
,reddening,
,reddish,
,redeem,
,redeemer,
,redirect,
,rediscovery,
,redraw,
,redressal,
,reduce,
,reduced,
,reducing,
,reeded,
,referee,
,reference,
,referendum,
,refill,
,refine,
,refined,
,refinement,
,refinery,
,refining,
,reflect,
,reflected,
,reflecting,
,reflective,
,reflector,
,reflex,
,reflexive,
,reflexly,
,refocus,
,reform,
,reformed,
,reformer,
,refract,
,refracted,
,refracting,
,refractive,
,refrain,
,reframe,
,refresh,
,refreshing,
,refreshment,
,refrigerator,
,refueling,
,refuge,
,refusal,
,refuse,
,refusing,
,regain,
,regard,
,regarding,
,regardless,
,regenerate,
,regenerative,
,regenerator,
,regent,
,regime,
,regiment,
,region,
,regional,
,regionally,
,register,
,registered,
,registrar,
,regret,
,regroup,
,regrow,
,regular,
,regularity,
,regularly,
,regulate,
,regulated,
,regulatory,
,rehearsal,
,rehearse,
,reimagine,
,reindeer,
,reinforce,
,reinforcement,
,reiterate,
,reiterated,
,reject,
,rejoice,
,rejoicing,
,rejoin,
,rejuvenate,
,relatable,
,relate,
,related,
,relatedness,
,relative,
,relatively,
,relativity,
,relaxed,
,release,
,relent,
,relentless,
,relevance,
,relevant,
,reliable,
,reliably,
,reliance,
,reliant,
,relief,
,relieve,
,relieved,
,relieving,
,religion,
,relish,
,relook,
,remain,
,remainder,
,remains,
,remake,
,remark,
,remarkable,
,remarkably,
,remedial,
,remedy,
,remember,
,remembrance,
,remind,
,reminder,
,remorseful,
,remote,
,removal,
,remove,
,removed,
,remover,
,removing,
,remunerative,
,renaissance,
,rename,
,render,
,rendering,
,renewability,
,renewable,
,renewal,
,renounce,
,renowned,
,rented,
,reopen,
,reorient,
,repair,
,repairer,
,repatriate,
,repeat,
,repeated,
,repeatedly,
,repellent,
,repelling,
,repertoire,
,repetitive,
,replace,
,replacement,
,replant,
,replenish,
,replenishment,
,replica,
,replicate,
,repoll,
,report,
,reporter,
,repository,
,represent,
,representative,
,repressed,
,repressive,
,reprimand,
,reprint,
,reproduce,
,reproductive,
,reptile,
,republic,
,republican,
,repulse,
,repulsive,
,repurpose,
,repute,
,reputed,
,request,
,require,
,requirement,
,resale,
,rescue,
,resemble,
,resent,
,resentment,
,reserve,
,reserved,
,reservoir,
,reshape,
,reside,
,residence,
,resident,
,residential,
,residual,
,residue,
,resilience,
,resist,
,resistance,
,resistant,
,resisting,
,resistive,
,resistivity,
,resistor,
,resize,
,resolute,
,resolutely,
,resolve,
,resolved,
,resonance,
,resonant,
,resonate,
,resonator,
,resort,
,resource,
,resourceful,
,respect,
,respectable,
,respectful,
,respectfully,
,respecting,
,respective,
,respectively,
,respiratory,
,respire,
,respond,
,response,
,responsibility,
,responsible,
,responsibly,
,responsive,
,restate,
,restaurant,
,restful,
,resting,
,restless,
,restorative,
,restore,
,restrain,
,restrained,
,restraint,
,restrict,
,restricted,
,restrictive,
,result,
,resultant,
,resulting,
,resume,
,resurgence,
,retail,
,retailer,
,retain,
,retaining,
,retaliate,
,retaliatory,
,retarded,
,retarding,
,retell,
,retest,
,reticle,
,reticular,
,reticulate,
,reticulum,
,retina,
,retire,
,retired,
,retold,
,retort,
,retrain,
,retreat,
,retreating,
,retrieval,
,retrieve,
,retrospective,
,return,
,returned,
,retype,
,reveal,
,revealed,
,revealing,
,revenge,
,revenue,
,revere,
,revered,
,reverence,
,reverently,
,reversal,
,reverse,
,reversed,
,reversible,
,reversing,
,revert,
,review,
,reviewer,
,revise,
,revisit,
,revival,
,revive,
,reviving,
,revolt,
,revolve,
,revolver,
,revolving,
,reward,
,rewarding,
,rewood,
,rework,
,ribbon,
,rickets,
,rickshaw,
,riddle,
,ridicule,
,ridiculous,
,riding,
,rigging,
,rigidity,
,rigorous,
,rigorously,
,rimmed,
,ringed,
,ringing,
,rinsing,
,ripening,
,ripple,
,rising,
,ritual,
,ritualism,
,ritualistic,
,ritually,
,riverbank,
,riverine,
,riverside,
,roadside,
,roadway,
,roaming,
,roaring,
,roasting,
,robber,
,robbery,
,robbing,
,robust,
,rockery,
,rocket,
,rocking,
,rodent,
,rolled,
,rolling,
,romantic,
,roofing,
,rooster,
,rooted,
,rootedness,
,rosewood,
,rotate,
,rotated,
,rotating,
,rotten,
,rotting,
,rounded,
,rounding,
,routine,
,routinely,
,rowing,
,royalty,
,rubbed,
,rubber,
,rubbing,
,rubbish,
,rubble,
,rubric,
,rudely,
,rugged,
,ruined,
,ruinous,
,rulership,
,ruling,
,rumbling,
,ruminant,
,runner,
,running,
,runway,
,rupiah,
,rupture,
,ruptured,
,rushed,
,rushing,
,ruskin,
,russia,
,rustle,
,rustling,
,rutherford,
,ruthless,
,rutile,
,sabina,
,sacked,
,sacking,
,sacred,
,sacredness,
,sacrifice,
,sacrificial,
,sacrificing,
,saddle,
,sadness,
,safari,
,safeguard,
,safekeeping,
,safely,
,safety,
,saffron,
,safranin,
,sagging,
,sailboat,
,sailed,
,sailing,
,sailor,
,saintly,
,salaam,
,salary,
,salient,
,saline,
,salinity,
,saliva,
,salivary,
,saltiness,
,salute,
,samadhi,
,sambar,
,samhita,
,samovar,
,sample,
,samson,
,sanctity,
,sanctuary,
,sanctum,
,sandalwood,
,sandhi,
,sandpaper,
,sandstone,
,sangha,
,sanitary,
,sankha,
,sannyasi,
,sapling,
,sapota,
,sarangi,
,sarcasm,
,sarcastic,
,satanic,
,satara,
,satellite,
,satire,
,satisfactorily,
,satisfactory,
,satisfied,
,satisfy,
,satrap,
,saturated,
,saucepan,
,saucer,
,sausage,
,savage,
,saving,
,sawdust,
,sawing,
,scaled,
,scalene,
,scales,
,scaling,
,scandal,
,scanner,
,scanning,
,scanty,
,scarce,
,scarcely,
,scarcity,
,scarecrow,
,scarlet,
,scatter,
,scattered,
,scattering,
,scolding,
,scooped,
,scooping,
,scooter,
,scoreboard,
,scored,
,scorekeeper,
,scorer,
,scoring,
,scornful,
,scorpion,
,scrapbook,
,scrape,
,scraped,
,scrapped,
,scrapping,
,scream,
,screaming,
,screen,
,screening,
,screwdriver,
,scribble,
,scribbling,
,scrimmage,
,script,
,scrotum,
,scrubbed,
,scrubber,
,scrutiny,
,sculptor,
,sculpture,
,scurvy,
,seafaring,
,sealed,
,sealing,
,seamless,
,seamlessly,
,seamstress,
,seashore,
,seaside,
,season,
,seasonal,
,seasoning,
,seated,
,seating,
,seaweed,
,secant,
,second,
,secondary,
,secondly,
,secrecy,
,secret,
,secretariat,
,secretary,
,secrete,
,secretive,
,secretly,
,sector,
,secular,
,secularism,
,secure,
,securely,
,security,
,sedentary,
,sediment,
,sedimentary,
,seeded,
,seedling,
,seeker,
,seeking,
,seeming,
,seemingly,
,seepage,
,seeped,
,seesaw,
,segment,
,seismology,
,seizing,
,seizure,
,seldom,
,select,
,selected,
,selective,
,selectively,
,selfish,
,selfishness,
,selfless,
,selflessly,
,selflessness,
,selfsame,
,seller,
,selling,
,semester,
,semicircle,
,semicolon,
,semiconductor,
,seminal,
,seminar,
,senate,
,sender,
,sending,
,senior,
,sensed,
,sensibility,
,sensible,
,sensitive,
,sensitivity,
,sensitize,
,sensor,
,sensory,
,sentence,
,sentential,
,sentient,
,sentiment,
,sentinel,
,sentry,
,separate,
,separately,
,separates,
,separating,
,separatist,
,septic,
,sequence,
,sequential,
,sequentially,
,serene,
,serenity,
,sergeant,
,serial,
,sericulture,
,series,
,sermon,
,serpent,
,servant,
,service,
,serving,
,sesame,
,setback,
,setting,
,settle,
,settled,
,settlement,
,settling,
,seventeen,
,seventeenth,
,seventh,
,seventy,
,several,
,severe,
,severely,
,severity,
,sewage,
,sewing,
,sexagesimal,
,sexual,
,sexually,
,shabby,
,shaded,
,shading,
,shadow,
,shadowed,
,shaggy,
,shaken,
,shaker,
,shakers,
,shaking,
,shakti,
,shallow,
,shameless,
,shanghai,
,shanker,
,shaped,
,shaping,
,sharpen,
,sharpener,
,sharper,
,sharply,
,sharpness,
,shastra,
,shastri,
,shaved,
,shaving,
,shavings,
,shears,
,sheath,
,sheepish,
,shelled,
,shellfish,
,shelling,
,shelter,
,sheltered,
,sherbet,
,sherlock,
,sherry,
,shield,
,shielded,
,shielding,
,shifting,
,shikra,
,shimmering,
,shingles,
,shining,
,shipbuilding,
,shipment,
,shipping,
,shisham,
,shiver,
,shivering,
,shocking,
,shooter,
,shooting,
,shopkeeper,
,shopping,
,shortage,
,shorten,
,shortening,
,shorter,
,shortfall,
,shorthand,
,shortly,
,shortness,
,shorts,
,shotgun,
,should,
,shoulder,
,shouldered,
,shouting,
,shovel,
,showcase,
,shower,
,showing,
,shrill,
,shrilly,
,shrine,
,shrink,
,shrinkage,
,shrinking,
,shrivel,
,shrunk,
,shuffle,
,shuffling,
,shutter,
,shuttle,
,shuttlecock,
,shyness,
,sibling,
,sickening,
,sickle,
,sidearm,
,sidewalk,
,sideward,
,sidewards,
,sideways,
,silence,
,silent,
,silently,
,silica,
,silicon,
,silken,
,silkworm,
,silver,
,silvery,
,similar,
,similarity,
,similarly,
,simile,
,simmer,
,simple,
,simpler,
,simpleton,
,simplicity,
,simplified,
,simplify,
,simply,
,simulate,
,sincere,
,sincerely,
,sincerity,
,singer,
,singing,
,single,
,singles,
,singsong,
,singular,
,sinking,
,sircar,
,sister,
,sitting,
,situated,
,sixteen,
,sixteenth,
,sizable,
,sizeable,
,sizzling,
,skating,
,skeletal,
,skeleton,
,skewer,
,skiing,
,skilled,
,skillful,
,skillfully,
,skilling,
,skinned,
,skipping,
,slander,
,slanting,
,slashing,
,slavery,
,sleepiness,
,sleeping,
,sleeplessness,
,sleepy,
,sleeve,
,sleeved,
,slender,
,sliced,
,slicing,
,sliding,
,slinky,
,slipped,
